Request no,Day,Time of day,Request location,Initial diagnose time,Needs Replacement?,On-site repair time
5647,48,6.768033351,BC_7,19.10369094,,15.28450503
5648,48,6.848961399,BC_1,19.87665805,yes,
5649,48,7.01444728,BC_4,14.45454694,yes,
5650,48,7.519628241,BC_5,12.87949999,,8.221863425
5651,48,7.612436701,BC_4,16.60111345,,26.97373854
5652,48,8.042894812,BC_10,25.11189546,,8.910327711
5653,48,8.09589555,BC_4,14.27041691,,12.72738331
5654,48,8.106753485,BC_9,21.32489,,7.994916333
5655,48,8.108263274,BC_10,13.12814263,,43.72797611
5656,48,8.151520048,BC_9,27.1402766,,11.12593802
5657,48,8.342503604,BC_10,16.3532654,yes,
5658,48,8.590767962,BC_8,18.60077861,,21.29644034
5659,48,8.626624722,BC_4,12.70682428,,18.97089934
5660,48,8.712373457,BC_5,18.66576182,,9.813904441
5661,48,8.833209671,BC_7,18.59429061,,25.15421983
5662,48,8.997460944,BC_9,14.57965075,,19.35114284
5663,48,9.399064423,BC_7,16.08321528,,20.05920667
5664,48,9.427620336,BC_9,20.51508547,,24.73500297
5665,48,9.453880172,BC_4,18.10682795,,20.89406132
5666,48,9.568123776,BC_2,28.27356551,,24.77919706
5667,48,9.688282178,BC_1,17.6613557,,19.80639596
5668,48,9.721189824,BC_2,25.75399054,yes,
5669,48,9.735767638,BC_4,14.73669528,yes,
5670,48,9.803947871,BC_2,27.56622974,,27.81301973
5671,48,9.893147722,BC_4,20.60031734,yes,
5672,48,10.03344718,BC_7,17.49361045,,11.53065924
5673,48,10.34677792,BC_10,12.07865142,,10.7315393
5674,48,10.49158017,BC_1,17.86432536,,33.72327742
5675,48,10.54696292,BC_9,22.81382009,,23.94337223
5676,48,10.58669628,BC_5,12.94359651,,37.90696348
5677,48,10.68826245,BC_7,20.55657415,,1.93032975
5678,48,10.74963044,BC_5,14.01019748,,14.31175611
5679,48,10.96581484,BC_3,23.3765418,,14.87259599
5680,48,11.05055522,BC_10,14.27268214,,7.880688725
5681,48,11.08646161,BC_4,13.09788571,,36.19632669
5682,48,11.12133724,BC_2,24.40960374,,31.46042704
5683,48,11.37750443,BC_3,28.70081092,,30.27733632
5684,48,11.40969938,BC_6,12.12613507,,6.171260994
5685,48,11.47857806,BC_7,11.64033687,,25.42492863
5686,48,11.62654263,BC_6,18.06170548,,13.63323049
5687,48,11.63666008,BC_5,17.96830377,,34.19414216
5688,48,11.65742201,BC_7,13.91077867,yes,
5689,48,11.69653993,BC_5,12.45421773,,5.647996224
5690,48,11.77714666,BC_4,14.86404862,,7.648854746
5691,48,11.89299449,BC_4,18.05564622,,17.50438999
5692,48,12.16121267,BC_10,15.4142434,,24.13765022
5693,48,12.21452696,BC_4,17.39730521,yes,
5694,48,12.3249076,BC_2,25.45084158,yes,
5695,48,12.45098898,BC_10,13.79028023,,36.05323375
5696,48,12.56563358,BC_9,13.47048209,,28.36992675
5697,48,12.59747918,BC_3,25.75964138,,16.04647279
5698,48,12.65205211,BC_5,16.31649547,,18.87001509
5699,48,12.69405141,BC_4,19.6217017,yes,
5700,48,12.9812359,BC_2,27.13743667,,15.25458256
5701,48,13.01906556,BC_3,15.83340977,,41.00315196
5702,48,13.70489669,BC_7,20.85744762,yes,
5703,48,13.80308368,BC_4,12.94319809,yes,
5704,48,14.0543016,BC_3,28.38062411,,17.72174263
5705,48,14.06554683,BC_2,20.93368744,,13.8317206
5706,48,14.21587102,BC_9,24.97913867,,31.84775078
5707,48,14.2200176,BC_4,14.36095195,,13.8626422
5708,48,14.51464829,BC_7,15.7822637,,25.30158256
5709,48,14.55647192,BC_9,24.64464399,,12.75002971
5710,48,14.63213645,BC_3,26.72342969,,18.51742688
5711,48,14.64224447,BC_7,12.64793334,,35.54656891
5712,48,14.6944531,BC_9,17.79455747,,15.32679822
5713,48,14.78137917,BC_9,19.80349101,,31.26481025
5714,48,14.8890233,BC_5,14.66500854,yes,
5715,48,14.93552784,BC_10,9.84069598,,17.42894275
5716,48,14.94748771,BC_6,16.60754968,,7.365280099
5717,48,15.08134367,BC_7,12.59201356,yes,
5718,48,15.25089439,BC_9,24.48283871,yes,
5719,48,15.36711665,BC_7,16.31623534,,30.05803997
5720,48,15.56019544,BC_4,25.52552688,,20.40634599
5721,48,15.56982111,BC_10,13.62918808,,42.48338959
5722,48,15.59685694,BC_2,16.35149036,,24.87615345
5723,48,15.62776632,BC_4,10.91552595,,52.00469236
5724,48,15.64549532,BC_4,19.77074254,,5.636925659
5725,48,15.66452301,BC_1,15.44013308,,9.209570408
5726,48,15.829561,BC_4,14.34309828,yes,
5727,48,15.8638339,BC_4,17.75925457,,10.92260727
5728,48,15.96707085,BC_3,25.0186817,,27.17784961
5729,48,15.98171994,BC_8,14.13028015,,57.27338113
5730,48,16.08940826,BC_8,16.75412151,,11.30904787
5731,48,16.38454995,BC_7,17.28057013,,35.80541367
5732,48,16.48076712,BC_6,13.53918517,,8.77604924
5733,48,16.83576106,BC_8,18.38514993,,22.29680368
5734,48,16.86814105,BC_3,20.3254646,,37.23277799
5735,48,16.88518778,BC_5,11.87352795,,17.41215277
5736,48,16.99250694,BC_7,12.36897946,,32.89633045
5737,48,17.12629518,BC_7,15.51601687,,40.57048718
5738,48,17.18333003,BC_6,17.2027574,,23.90367319
5739,48,17.19504999,BC_10,18.72063185,,11.73127104
5740,48,17.25996901,BC_7,17.645732,yes,
5741,48,17.26862817,BC_8,20.33988623,,16.933356
5742,48,17.27431183,BC_2,19.3651354,,8.55859148
5743,48,17.4029335,BC_7,18.03400043,,3.933598608
5744,48,17.47575462,BC_7,14.5254409,,13.44087593
5745,48,17.48517924,BC_4,15.85667572,,35.17779821
5746,48,17.58529759,BC_10,14.55610709,,26.09839519
5747,48,17.99126508,BC_6,20.96108161,,14.4186094
5748,48,18.07643114,BC_7,16.55924265,,38.55655769
5749,48,18.40349579,BC_2,14.71149829,,4.014747523
5750,48,18.46263025,BC_4,13.17519206,,10.73498585
5751,48,18.53321377,BC_5,17.03502791,yes,
5752,48,18.67668344,BC_9,21.95400764,,33.61146105
5753,48,18.8890988,BC_3,15.4200124,yes,
5754,48,18.90193534,BC_9,24.81397157,,51.308988
5755,48,19.17995865,BC_9,21.84908889,yes,
5756,48,19.80913359,BC_8,13.85096763,,33.63108897
5757,48,19.86214191,BC_10,15.12031251,,29.92883949
5758,48,20.00128566,BC_3,10.98366647,,13.89974282
5759,48,20.06862622,BC_4,15.09942736,,30.14275269
5760,48,20.36524847,BC_4,20.40544072,,22.60843308
5761,48,20.44959429,BC_6,16.11739719,,15.78889371
5762,48,20.95523915,BC_3,13.14529869,yes,
5763,48,21.22717471,BC_9,16.46987244,,12.11605625
5764,48,21.27444607,BC_10,13.77234788,,21.3917636
5765,48,22.12847863,BC_8,16.19799678,,30.03293816
5766,48,22.63990881,BC_2,21.80578632,,15.95707041
5767,48,23.21185478,BC_5,15.89358592,,23.50570575
5768,49,2.143700573,BC_8,17.21802086,,26.87795631
5769,49,2.511936141,BC_4,13.62896503,,12.11723227
5770,49,4.03866391,BC_5,22.23214909,,18.08796465
5771,49,4.082155174,BC_9,15.88381523,,20.77118729
5772,49,4.169588718,BC_5,19.69109934,,47.95196057
5773,49,4.243328429,BC_3,29.54883981,,15.61930229
5774,49,4.288001185,BC_2,33.3735174,,37.97202451
5775,49,4.645660356,BC_8,15.27350598,,6.646010828
5776,49,4.856376388,BC_8,16.13902517,,32.46387448
5777,49,4.921461434,BC_1,7.596474136,,6.899107349
5778,49,4.938366595,BC_3,25.93883602,,14.99549169
5779,49,5.006071628,BC_4,21.02150145,,42.04776794
5780,49,5.063127517,BC_3,19.4323084,,15.40287236
5781,49,5.283919874,BC_9,25.18810287,,22.6491651
5782,49,5.991033537,BC_10,15.78920634,,27.64508891
5783,49,6.182756136,BC_10,18.03923319,,23.37434584
5784,49,6.23057875,BC_2,16.03804804,yes,
5785,49,6.478582704,BC_4,16.62255834,yes,
5786,49,6.531677993,BC_4,18.82194229,,1.238381346
5787,49,6.831092595,BC_7,20.71404495,,22.09637248
5788,49,6.92265491,BC_10,12.45689534,,18.91128632
5789,49,6.976423287,BC_1,14.75896323,,20.36925637
5790,49,7.089174594,BC_4,13.81553164,,25.70611216
5791,49,7.406174308,BC_10,16.74077574,,20.44043286
5792,49,7.444290953,BC_10,17.31165594,yes,
5793,49,7.545680129,BC_10,12.51657643,,26.02830297
5794,49,7.558938116,BC_10,18.62185373,yes,
5795,49,7.652119877,BC_10,15.40944557,yes,
5796,49,7.90481162,BC_5,15.49850522,,22.77920377
5797,49,7.918134279,BC_9,20.95705926,,14.66517841
5798,49,7.984013621,BC_8,6.673253537,,14.51975354
5799,49,8.002049614,BC_5,15.67950176,,23.0419248
5800,49,8.055438189,BC_4,16.43944633,,26.60841341
5801,49,8.109197144,BC_4,11.82896715,,13.47178756
5802,49,8.301530364,BC_2,26.54927812,,24.35660245
5803,49,8.307486519,BC_4,19.05722256,,21.51112981
5804,49,8.674723164,BC_10,16.27512462,yes,
5805,49,8.741283654,BC_2,22.1986109,,51.1300412
5806,49,8.848255299,BC_6,19.70711096,,50.56984487
5807,49,9.071181445,BC_8,21.60725419,yes,
5808,49,9.073158514,BC_7,13.85430172,,22.53338904
5809,49,9.073774061,BC_4,17.46305845,yes,
5810,49,9.264100631,BC_5,15.8959051,,17.11382699
5811,49,9.319566521,BC_7,15.53218198,yes,
5812,49,9.617839983,BC_9,17.72848289,,18.23664084
5813,49,9.727687319,BC_3,23.3031736,,6.343180137
5814,49,9.789511463,BC_9,11.00595114,,4.559092457
5815,49,9.878969946,BC_7,18.31674219,yes,
5816,49,10.05465133,BC_9,31.53767943,yes,
5817,49,10.06656018,BC_5,13.74738496,,34.21788789
5818,49,10.23141958,BC_4,19.39865639,,32.13010225
5819,49,10.30266019,BC_10,16.16071476,,32.26173042
5820,49,10.39251627,BC_6,15.88688634,,42.35150894
5821,49,10.46456185,BC_3,18.86489072,,23.62679035
5822,49,10.75997001,BC_7,17.97633416,,4.654536251
5823,49,11.06837273,BC_4,15.3413075,,33.33060388
5824,49,11.09908428,BC_5,15.25955292,,39.44909439
5825,49,11.30891788,BC_5,14.12664617,,23.57695312
5826,49,11.58911171,BC_2,26.89391,,39.5517953
5827,49,11.803223,BC_4,16.04448832,,15.90064432
5828,49,11.85353965,BC_6,12.87197442,,19.92385317
5829,49,11.94298746,BC_4,18.08162954,,27.42321022
5830,49,12.08285591,BC_5,12.66615895,yes,
5831,49,12.09737899,BC_7,19.87580254,,26.23768793
5832,49,12.33248725,BC_10,16.01367635,,10.83617369
5833,49,12.35263008,BC_10,17.57662807,,18.95424905
5834,49,12.39571073,BC_8,13.45132002,,28.51984057
5835,49,12.51297246,BC_3,15.73634994,,46.73862515
5836,49,12.63455813,BC_5,16.10439567,,17.03337516
5837,49,12.65499626,BC_2,24.30288051,,13.64674188
5838,49,12.70233092,BC_9,22.615177,,17.97992891
5839,49,13.03495091,BC_1,15.57578973,,15.8961049
5840,49,13.35518503,BC_10,21.95005348,,35.24157248
5841,49,13.36839219,BC_1,17.62736581,,49.94989086
5842,49,13.41546469,BC_3,31.12794524,,16.88822586
5843,49,13.64173466,BC_4,14.28419854,,40.6080617
5844,49,13.79610341,BC_3,24.62779925,,11.03641885
5845,49,13.94147462,BC_8,15.40523522,yes,
5846,49,14.2912422,BC_5,15.70354074,,40.49412501
5847,49,14.31584152,BC_10,20.51590743,,10.1227293
5848,49,14.53366729,BC_10,19.51211323,,8.373232628
5849,49,14.54191921,BC_7,14.80143356,,25.53388077
5850,49,14.7207584,BC_4,16.74474321,,11.73150808
5851,49,14.73391354,BC_7,19.80919341,,32.01665008
5852,49,14.83687636,BC_8,14.89008462,,15.79645889
5853,49,14.86581838,BC_3,36.3269315,,15.44786569
5854,49,15.10176932,BC_10,13.80682809,,37.07539887
5855,49,15.20668963,BC_7,17.50501101,,36.3804962
5856,49,15.21731073,BC_6,17.23177004,,25.95360083
5857,49,15.3590849,BC_6,15.27904242,,17.59456296
5858,49,15.38141813,BC_8,20.26129593,yes,
5859,49,15.5201819,BC_8,17.44214908,,34.41058083
5860,49,15.53933761,BC_5,13.28299922,,42.37296407
5861,49,15.54893578,BC_3,21.50396709,,29.91671851
5862,49,15.9531125,BC_10,15.02578472,,40.72572562
5863,49,15.95800624,BC_3,37.69124643,,21.57759333
5864,49,16.04186099,BC_9,19.40644942,,62.3518991
5865,49,16.05073955,BC_2,27.34097528,,21.23602664
5866,49,16.07737218,BC_6,15.2264334,,20.33888502
5867,49,16.12244536,BC_4,20.380781,,28.97285271
5868,49,16.63153247,BC_9,19.32727826,,10.17913489
5869,49,16.65876914,BC_9,20.84664361,,8.264163354
5870,49,16.74979803,BC_10,25.56861601,,23.90566183
5871,49,16.87695658,BC_10,20.19186527,,25.57683955
5872,49,17.21033489,BC_7,11.83189987,,18.022604
5873,49,17.32330853,BC_3,17.58463477,,12.37047095
5874,49,17.34850504,BC_10,20.05171573,yes,
5875,49,17.53154458,BC_9,15.03685366,,32.3397843
5876,49,17.53560519,BC_8,15.55581265,,20.35956694
5877,49,17.90659074,BC_5,10.67809043,,29.9197125
5878,49,18.10910899,BC_7,13.46789103,,4.140026679
5879,49,18.13949932,BC_7,17.67907067,,23.66195464
5880,49,18.3691774,BC_4,17.86633406,,10.97990475
5881,49,18.49519455,BC_2,19.13688754,,22.45649841
5882,49,18.80597752,BC_10,17.4771193,,9.263719219
5883,49,19.00338703,BC_3,16.03958745,,37.94893173
5884,49,19.0563062,BC_7,14.86583674,,32.83173139
5885,49,19.10251986,BC_8,16.25201422,,17.34543009
5886,49,19.15451546,BC_10,18.01658831,,33.1405476
5887,49,19.23999706,BC_4,19.26548473,,37.26901774
5888,49,19.25461305,BC_5,19.7784944,,16.14265301
5889,49,19.35187479,BC_2,23.47490772,,38.40583365
5890,49,19.40353488,BC_9,25.92523167,,14.99282305
5891,49,19.58656437,BC_6,18.65273166,,31.86347014
5892,49,19.62213051,BC_3,28.8411732,,34.72177643
5893,49,20.60506339,BC_7,21.49037941,,7.41032235
5894,49,20.61407059,BC_10,14.33679205,yes,
5895,49,20.68143958,BC_10,13.3778993,,17.12296061
5896,49,21.1263415,BC_5,18.5588041,,2.71723473
5897,49,21.3290763,BC_9,17.24781716,,25.0572638
5898,49,21.42894342,BC_3,25.50062829,,26.33356046
5899,49,21.73336253,BC_4,17.55662043,,27.61848801
5900,50,0.97425363,BC_4,18.65585944,,27.66332346
5901,50,2.995596518,BC_10,17.554752,,1.17691318
5902,50,3.086030216,BC_8,11.90540483,,19.57165172
5903,50,3.28627647,BC_10,22.04953227,,10.60114543
5904,50,3.408932533,BC_6,18.2752087,yes,
5905,50,3.90184398,BC_6,17.77008823,,41.97477006
5906,50,4.247614812,BC_2,27.51759086,,20.34361997
5907,50,4.76375004,BC_2,23.73089313,,34.16970686
5908,50,4.862219186,BC_5,15.20980868,yes,
5909,50,4.960842853,BC_10,16.83781988,yes,
5910,50,5.165691197,BC_4,21.38420905,,12.75743351
5911,50,5.260274284,BC_3,16.78048656,,32.11630845
5912,50,5.270361354,BC_4,18.02465881,,21.28045886
5913,50,5.419248737,BC_2,22.45299869,,11.89022471
5914,50,5.663628172,BC_3,21.75422122,,17.70794453
5915,50,5.773758814,BC_8,11.29332346,,12.49772243
5916,50,6.120113076,BC_4,17.16836756,,37.31724225
5917,50,6.167550079,BC_5,15.83450493,yes,
5918,50,6.236082099,BC_9,17.44339811,,7.131557746
5919,50,6.383243444,BC_10,18.68452422,,20.74707619
5920,50,6.885643652,BC_9,24.94928372,yes,
5921,50,6.954929836,BC_7,19.16727155,,24.62826597
5922,50,7.056623938,BC_4,17.27601581,yes,
5923,50,7.246185602,BC_3,22.43415106,,44.80400571
5924,50,7.324219651,BC_9,23.46465597,,22.7357078
5925,50,7.333715729,BC_8,16.76708223,,10.55724606
5926,50,7.39639989,BC_6,16.11571955,,33.92498943
5927,50,7.611649052,BC_7,13.5569541,,7.236479122
5928,50,7.874106328,BC_9,25.40966225,,19.56288135
5929,50,8.017578673,BC_8,14.49740841,,22.93453681
5930,50,8.053886832,BC_10,19.28226273,,43.48805919
5931,50,8.191523525,BC_10,12.82064781,,47.1967241
5932,50,8.223979241,BC_10,21.01955926,,13.00755155
5933,50,8.257161659,BC_3,28.97830249,yes,
5934,50,8.465886913,BC_5,18.20962548,,57.16738528
5935,50,8.799121975,BC_10,15.85921023,,14.68672952
5936,50,8.871485247,BC_1,14.75049736,,21.42792967
5937,50,8.943921983,BC_10,15.12711279,,27.97277855
5938,50,9.001236751,BC_10,14.21305435,yes,
5939,50,9.160411391,BC_10,17.71725923,,27.66080079
5940,50,9.311918648,BC_5,16.10905699,,28.20421761
5941,50,9.469824915,BC_2,23.8533784,yes,
5942,50,9.482199996,BC_5,18.1939106,,30.03995689
5943,50,9.594777211,BC_4,15.99146924,,16.74448589
5944,50,9.73829184,BC_7,19.73671621,,29.4925113
5945,50,9.865577796,BC_4,13.71810824,yes,
5946,50,9.896727161,BC_6,22.17625629,yes,
5947,50,9.978304216,BC_9,29.15217354,,42.17929414
5948,50,10.13501781,BC_4,17.25032616,,36.85776466
5949,50,10.40807922,BC_10,16.77488775,,9.555641232
5950,50,10.51835971,BC_8,20.97190631,,10.78241689
5951,50,10.86148228,BC_10,18.77257741,,18.7216971
5952,50,10.92165503,BC_7,15.86888261,,26.94742442
5953,50,11.0941143,BC_2,18.31609627,,25.50748251
5954,50,11.12005594,BC_3,22.82171236,,22.18336122
5955,50,11.17116621,BC_6,14.11517788,,13.5188623
5956,50,11.18648014,BC_7,19.06862956,,45.65165696
5957,50,11.48879201,BC_7,16.75004491,,28.62296063
5958,50,11.53064094,BC_7,20.66227525,,8.920386417
5959,50,11.67961491,BC_9,18.50975537,,30.23241555
5960,50,11.68946719,BC_4,11.8013785,,13.60842019
5961,50,11.79758008,BC_1,17.81464042,,16.78674229
5962,50,12.25993574,BC_7,19.89184308,,15.39834804
5963,50,12.38313804,BC_2,23.21011347,,30.97882841
5964,50,12.4081634,BC_6,15.2175937,,34.93652952
5965,50,12.44190658,BC_10,12.04029894,yes,
5966,50,12.53832914,BC_10,19.62268494,,19.93051391
5967,50,12.55867397,BC_3,22.80234118,,10.80425442
5968,50,13.02823008,BC_2,14.37278242,yes,
5969,50,13.10913715,BC_9,27.65501627,,23.61698395
5970,50,13.11313621,BC_10,18.81203686,yes,
5971,50,13.22870053,BC_3,12.22307757,,33.83247281
5972,50,13.54739954,BC_4,8.480265071,,27.45325909
5973,50,13.92150156,BC_1,16.87456967,,36.11256877
5974,50,13.94921332,BC_9,19.97081971,,31.05099809
5975,50,13.9912654,BC_5,14.46058548,,38.24292507
5976,50,14.62801697,BC_10,13.72035467,,35.22376111
5977,50,14.77790372,BC_10,13.5391251,,27.80915812
5978,50,15.10341386,BC_9,27.98302267,,6.943164396
5979,50,15.44443051,BC_6,14.99395641,,9.534085014
5980,50,15.45496981,BC_5,18.7844583,,26.39874717
5981,50,15.53825153,BC_6,19.6846857,,18.73092321
5982,50,15.57976882,BC_9,20.69112795,,34.4372034
5983,50,15.66780245,BC_10,15.13425497,,24.53716885
5984,50,15.9208636,BC_5,18.53484213,,19.74331132
5985,50,15.92275059,BC_7,13.30023059,,5.478710001
5986,50,16.21618173,BC_5,18.96262879,,24.75705747
5987,50,16.41303124,BC_10,15.74003503,,10.70370055
5988,50,16.48396377,BC_8,17.64589891,,26.77067466
5989,50,16.66958979,BC_2,21.58771397,,16.23902664
5990,50,17.10373378,BC_10,18.98010936,,43.75437746
5991,50,17.74319299,BC_10,13.38890438,,9.291352521
5992,50,17.78728556,BC_9,27.62841757,,22.1378339
5993,50,18.24761057,BC_4,15.05018764,,57.0991037
5994,50,18.38509619,BC_7,15.91189091,yes,
5995,50,18.5806632,BC_5,18.44670822,,19.27510313
5996,50,18.81966854,BC_2,15.86393041,,13.3226715
5997,50,19.01476275,BC_9,10.8095205,,20.47611757
5998,50,19.17703849,BC_5,17.80507943,,26.14667554
5999,50,19.40940627,BC_6,12.05940342,,34.52573566
6000,50,20.19204432,BC_10,14.87417337,,22.69474026
6001,50,20.20740733,BC_8,18.50154303,yes,
6002,50,20.38077108,BC_5,15.07753014,,27.21371099
6003,50,20.52821647,BC_2,20.7026963,,11.75078083
6004,50,20.66001689,BC_7,9.970289888,,43.54809147
6005,50,21.06724949,BC_10,17.29659633,,19.7558615
6006,50,21.14477614,BC_1,18.35025135,,16.33911639
6007,50,21.53984707,BC_5,13.08051529,,20.39003642
6008,50,22.75550298,BC_10,19.70262177,,16.72189507
6009,50,23.73901482,BC_3,26.4711448,,36.84589115
6010,50,23.99058616,BC_2,25.56106381,,7.020334759
6011,51,1.472676987,BC_6,20.7165702,,27.57213102
6012,51,1.597590094,BC_5,20.5928024,,39.12335761
6013,51,1.945604881,BC_7,16.94949534,,27.52381818
6014,51,1.988512474,BC_3,18.54576352,,9.918215305
6015,51,3.071370571,BC_10,13.96108677,,37.94736588
6016,51,3.189031663,BC_9,25.0343322,yes,
6017,51,3.358513983,BC_5,15.90060811,,26.60933015
6018,51,3.517957575,BC_9,23.75621404,,16.25270006
6019,51,3.69505827,BC_9,16.68453543,,10.96548851
6020,51,4.251312961,BC_2,14.66394658,,22.1440851
6021,51,4.605943716,BC_4,14.15046164,,19.63864872
6022,51,4.886249356,BC_3,24.83211504,,41.68434545
6023,51,5.054698676,BC_5,18.95574769,,6.334906549
6024,51,5.724644128,BC_4,16.95132229,,25.59108742
6025,51,5.736466284,BC_5,18.51874891,,16.15389247
6026,51,5.817237173,BC_10,19.66076054,,32.00357106
6027,51,5.822892821,BC_3,27.042484,,32.21697272
6028,51,5.894124276,BC_8,15.59565794,,18.53498401
6029,51,5.998109756,BC_10,14.48266732,,8.528051556
6030,51,6.173367978,BC_6,15.2510473,,19.19867839
6031,51,6.452825131,BC_10,17.31393318,,19.59053277
6032,51,6.707188157,BC_3,26.20732164,,15.61563965
6033,51,6.849761181,BC_8,9.911715145,,36.80252202
6034,51,7.184836026,BC_9,24.86535583,yes,
6035,51,7.21086111,BC_10,14.8497502,yes,
6036,51,7.248691152,BC_10,9.26316948,,2.5909988
6037,51,7.286591858,BC_8,15.75190988,yes,
6038,51,7.521227822,BC_9,24.61578842,,2.837743125
6039,51,7.665804746,BC_4,17.77162523,,19.98870766
6040,51,7.827845084,BC_7,16.24538016,,12.87697387
6041,51,7.906122183,BC_3,13.32570641,,8.07772878
6042,51,8.058933159,BC_5,17.84266351,yes,
6043,51,8.062403979,BC_7,13.27314935,yes,
6044,51,8.29496287,BC_5,16.53105844,,31.77317083
6045,51,8.543757602,BC_5,13.19679661,,59.22821621
6046,51,8.59200727,BC_6,15.35191573,yes,
6047,51,8.612925871,BC_5,16.98304967,yes,
6048,51,8.623425946,BC_3,18.07710292,,25.82307607
6049,51,8.783800433,BC_5,20.24036713,,17.37053867
6050,51,8.799524387,BC_4,11.34682558,,21.41911782
6051,51,9.087518235,BC_6,13.20370844,,37.4410961
6052,51,9.098016908,BC_9,17.29112842,,13.40448018
6053,51,9.178780179,BC_10,15.78225703,,8.614446348
6054,51,9.408766064,BC_2,26.83831711,,26.1524739
6055,51,9.453048355,BC_9,26.97766097,,21.27496486
6056,51,9.464513064,BC_10,15.45854878,,21.74548435
6057,51,9.54880521,BC_10,18.82347538,,43.73358753
6058,51,9.549442271,BC_10,18.24236486,,12.21024481
6059,51,9.549526839,BC_5,11.90529716,,2.137066167
6060,51,9.572941256,BC_10,14.28899424,yes,
6061,51,9.642692431,BC_2,25.3171188,yes,
6062,51,9.803990063,BC_7,9.614488055,,10.66762442
6063,51,9.807409822,BC_7,17.66698817,,15.33950983
6064,51,10.23515274,BC_4,18.60488327,yes,
6065,51,10.28604767,BC_4,12.50658945,,8.389918064
6066,51,10.55338636,BC_10,19.23701513,,24.8927173
6067,51,10.62362911,BC_2,15.38645946,,3.253268757
6068,51,10.72474892,BC_2,24.41096178,yes,
6069,51,10.77970152,BC_7,17.36385128,,40.51572889
6070,51,10.91482944,BC_9,21.96854272,,31.72345881
6071,51,11.06771434,BC_5,14.32256679,yes,
6072,51,11.17434923,BC_5,16.2845169,,19.37276073
6073,51,11.36838295,BC_5,12.48555171,,28.08670361
6074,51,11.44313118,BC_10,13.24876286,,12.99574393
6075,51,11.50192999,BC_4,16.36216576,yes,
6076,51,11.5637554,BC_10,21.77574724,,9.122552157
6077,51,11.62899898,BC_9,23.5836567,,17.10803816
6078,51,11.74668208,BC_4,16.31164677,,13.88006021
6079,51,11.81547417,BC_7,15.90106208,,22.3801519
6080,51,11.8438073,BC_1,18.17262234,yes,
6081,51,12.09789165,BC_2,21.87059986,,15.58487133
6082,51,12.10662793,BC_7,14.74115079,,15.82844038
6083,51,12.13074023,BC_9,21.71043634,,29.94562149
6084,51,12.24070521,BC_3,27.94555357,,23.0557273
6085,51,12.2850066,BC_5,19.73868562,,57.42766662
6086,51,12.32148215,BC_10,21.0253217,,15.06607944
6087,51,12.58144875,BC_4,19.12025455,,9.599161677
6088,51,12.66261482,BC_5,8.581825029,,37.6058543
6089,51,12.88667113,BC_7,13.11764471,,25.0318759
6090,51,12.91689443,BC_9,24.69363011,yes,
6091,51,13.12750558,BC_5,22.12052316,,28.20440099
6092,51,13.31036526,BC_10,12.29294178,,5.410578867
6093,51,13.34777528,BC_1,20.83048793,,22.34275626
6094,51,13.67620662,BC_10,12.80283945,,13.59782154
6095,51,13.94729375,BC_9,25.5555455,,27.73987858
6096,51,14.00051619,BC_10,17.62465162,,13.50369237
6097,51,14.13139043,BC_3,17.58099748,,38.13155501
6098,51,14.29740833,BC_10,11.81692291,,27.98749058
6099,51,14.3507299,BC_7,12.69445568,,28.90910841
6100,51,14.68350383,BC_7,15.21807325,,46.57122964
6101,51,14.85758128,BC_8,22.22600241,,24.80127732
6102,51,15.01968865,BC_10,14.95498488,,31.60632204
6103,51,15.09975657,BC_5,18.99233817,,36.08349149
6104,51,15.19390426,BC_4,20.18954417,,19.39528597
6105,51,15.25682999,BC_9,28.30704113,,21.6308375
6106,51,15.52585231,BC_9,13.45700398,,11.26497037
6107,51,15.63657426,BC_5,15.9518913,,5.365498269
6108,51,15.64095174,BC_5,13.57103755,,27.86444981
6109,51,15.9959751,BC_7,15.0331223,yes,
6110,51,16.39012297,BC_4,15.58132054,,15.6908683
6111,51,16.41900996,BC_9,28.65956869,yes,
6112,51,16.57013641,BC_1,16.41729792,yes,
6113,51,16.5790761,BC_10,15.61132993,,16.95897788
6114,51,16.65550729,BC_4,20.08142866,,20.2673478
6115,51,16.95718335,BC_5,17.54349099,,20.12191806
6116,51,17.02637023,BC_9,23.86881834,,23.19925405
6117,51,17.1375199,BC_3,14.24820334,,34.64029975
6118,51,17.23203402,BC_3,27.65480533,,22.79730648
6119,51,17.46907523,BC_5,18.94359454,,38.38134504
6120,51,17.69851192,BC_6,18.14707137,,20.30761608
6121,51,17.77877987,BC_3,26.05158115,,11.98372811
6122,51,18.37939236,BC_10,16.17811804,,4.81367148
6123,51,18.86642402,BC_9,20.23431051,,29.66337828
6124,51,19.04251055,BC_2,22.69556658,,23.53157753
6125,51,19.1423826,BC_7,16.40590113,,40.34030937
6126,51,19.17080081,BC_1,21.90355796,,36.01843308
6127,51,19.32387893,BC_9,23.4590432,,24.26999156
6128,51,20.0344437,BC_2,15.27387586,,42.68801061
6129,51,20.45704044,BC_10,19.81543008,,19.02060173
6130,51,20.70664983,BC_9,23.73410947,,15.39863153
6131,51,20.89533533,BC_4,15.39370841,yes,
6132,51,20.91032449,BC_5,18.72130773,,16.26690713
6133,51,21.04972862,BC_3,19.92801174,,44.22656976
6134,51,21.22143102,BC_3,20.7309949,,25.26655403
6135,51,21.50084922,BC_4,10.85064147,,30.13959911
